N,P,K,temperature,humidity,ph,rainfall,label
87.86,57,174,40.385981532030975,57.759054394560465,4.474929614689949,2.4,coffee
15.71,92,8,26.233792541755964,72.941077657021,6.296456369986719,9.72,wheat
57.86,116,172,32.84695379686424,71.80899673180231,5.203191855122638,1.96,coffee
73.57,85,57,11.460128813632576,35.42417620784121,7.455339813786129,6.53,wheat
98.57,126,116,40.73186421536441,66.01389931900191,4.956090686137674,1.74,sugarcane
58.57,43,181,41.517188418180844,27.615801590234614,3.568384340613503,7.7,coffee
74.29,111,9,44.92069440547105,75.20656369092941,6.267792509814564,9.11,rice
99.29,18,48,37.60059022957719,39.74785943025928,7.105573160237695,1.36,coffee
62.86,142,178,22.563919907202475,44.99863512200504,6.575988423014521,3.37,wheat
75.0,74,203,11.94910560432742,21.04817821379685,7.285129697632959,3.24,wheat
24.29,53,22,18.6728817872105,48.89030533107853,8.583357051586173,5.93,wheat
14.29,64,176,20.293477463838133,10.743667208191816,5.384806011908229,6.51,wheat
9.29,110,188,20.228434803225817,30.920453242747755,4.168829194817158,1.4,wheat
41.43,139,102,29.94387502920765,37.44438226234182,4.014470741320127,12.09,coffee
85.0,48,158,39.19079536515474,47.85919894730719,7.500498607424803,9.98,millet
25.71,31,19,31.325115603611252,32.07260549505403,8.960196517160707,10.02,millet
72.14,25,104,31.181193342897465,72.7635884784369,4.099092755385675,5.63,coffee
70.0,87,171,15.95785900930468,47.414212472580715,7.854189491954816,11.55,wheat
75.0,128,31,14.33300865982308,27.89461335199998,5.6250272319242605,7.48,wheat
98.57,68,14,30.0934732906422,72.30009687772306,7.232537388347329,4.53,banana
70.71,15,51,38.60248782686935,75.73582842848532,3.9010744909026074,5.3,coffee
90.0,121,22,25.391327989688996,76.08028568041979,4.473091093490746,0.97,millet
41.43,80,108,44.60452728239257,75.83202318488327,4.024111351981155,10.54,rice
89.29,125,125,44.20933262729569,56.98966868728555,6.114857458317598,7.32,sugarcane
34.29,14,122,18.802781667217545,48.6445273345478,7.056925148895637,4.24,wheat
55.0,107,100,36.98147941709113,17.636351237032073,8.2167129185181,4.8,millet
83.57,111,30,26.830894445729488,27.15773245790354,7.551079030729713,3.87,millet
80.0,117,149,43.63138032192472,62.93213161742887,8.310627078392384,2.63,sugarcane
52.86,80,106,36.145633469107636,84.20734407135258,6.460924110154687,6.66,wheat
20.71,71,195,20.48016551639136,21.29121237324023,5.983731596527485,1.42,wheat
48.57,136,149,16.934130888857105,64.61622186527548,5.084919325255284,4.82,cotton
8.57,137,114,33.64850001475379,41.26329463581823,8.20819700475639,1.51,millet
4.29,69,196,18.05862218733423,63.696284513772056,5.078155570005655,8.34,barley
98.57,24,6,17.720629538740333,41.1363952180475,7.356002210741477,10.08,wheat
17.86,36,157,28.87242095169851,55.39299974541691,3.8253907765559525,2.43,coffee
49.29,106,34,23.184991878451907,34.284793699964055,8.057604424396697,9.11,wheat
13.57,139,181,43.0706269587455,35.36863984657459,8.743594936061545,12.01,millet
20.71,27,63,10.927753363544984,60.85077914854593,3.995554498113228,3.51,maize
80.0,69,178,42.576859552984644,48.455100026688314,7.1790897085288226,5.31,banana
47.86,129,180,34.59913626737472,55.05748374719967,3.7482396242862692,4.33,coffee
37.14,79,146,14.84717683130427,74.95431129544033,8.621533442621384,10.56,millet
22.14,18,203,34.14594014593774,64.32895090541443,6.574009170190395,5.29,banana
26.43,70,8,18.776286174255237,82.94621943864153,8.182771619145162,7.14,millet
42.86,59,35,27.045432361295234,42.74331156212683,7.590296061861648,9.78,millet
38.57,22,133,42.82311873144723,76.8611168213433,6.780375179661352,3.51,banana
38.57,104,199,19.61605449688902,31.505216558394842,8.898269838490503,1.16,wheat
16.43,126,80,10.639578127466677,12.277645395452161,4.187877782480614,11.23,wheat
30.0,84,74,42.82836739301331,39.62659713515616,7.141586453179938,4.19,sugarcane
57.14,92,179,44.634345778644374,18.746968481728832,7.154156539351343,7.49,soybean
44.29,74,177,43.39061041383736,16.899181087716304,7.507002358864949,9.44,millet
63.57,137,9,37.5583748171548,74.65492188381204,4.060427683669917,6.11,coffee
17.14,114,203,28.11796487940973,29.90636967372735,7.828128071922036,8.29,millet
45.0,71,161,32.29211501706615,72.0928932786866,5.535758411127855,5.98,rice
87.14,83,76,41.1040071871311,24.648195164181452,4.449522668661011,4.09,coffee
52.86,118,59,17.81518313049615,65.59344934518154,5.7144949958638005,7.09,maize
65.0,58,143,42.66231417730161,63.54581771315424,7.1615725389951805,6.99,banana
65.0,84,16,31.624715335106483,20.128925720289264,8.354875309948024,9.21,millet
26.43,66,161,43.58775777027928,32.687684387100866,8.177997762745555,12.48,millet
23.57,116,95,20.244169466927325,70.90924271648038,7.561092083779607,10.25,millet
57.14,54,161,41.3305813449935,53.72879680205224,7.115234260660548,1.66,tea
31.43,105,200,22.64182547858752,31.73593032427254,8.155164844924993,11.99,wheat
25.71,125,89,22.887371937456138,46.06322293790002,8.70095795064977,2.54,wheat
1.43,101,65,30.214496077022808,57.761429536306366,6.833951607055165,3.52,pulses
65.71,118,133,30.443931326192228,35.00967890420968,4.048455097209917,9.55,rice
31.43,71,170,17.572793648175523,51.47628734304783,5.109481755689522,3.82,rice
30.71,24,166,31.004047845022257,33.97736398072066,6.9773309365325025,6.49,banana
63.57,48,115,28.02411406836035,84.22606603475776,4.048968402478891,10.77,coffee
80.0,36,47,13.23070119266367,66.63665467954688,5.244983977328724,2.77,cotton
22.14,40,149,33.694306833861994,62.220889262431044,4.6423950534313665,3.57,coffee
72.14,134,33,29.805156079492633,20.203800880544573,6.396466447841794,12.41,groundnut
45.71,122,37,41.38091021883217,88.63929135780508,6.678133895025858,12.37,banana
82.14,125,193,31.09974190149341,33.48208216591991,4.086467034295897,9.1,rice
36.43,12,130,44.87514112025033,67.4343515241091,8.293558007336106,4.54,banana
37.86,15,202,32.48921222215604,87.37869494214516,7.7487968181028775,5.13,banana
12.86,7,60,21.217208330421172,89.03617306485953,7.575207230294691,1.52,millet
32.86,31,65,25.569972953129508,66.82172862400795,8.244280414401949,11.07,banana
2.14,52,176,21.410305063128725,63.11581964725487,5.1424975021862736,8.44,rice
27.14,60,141,15.451403606585083,28.83663448844798,7.92330306904547,7.43,wheat
42.86,124,159,35.51198108255329,26.618603597773742,3.81714633282526,2.95,coffee
36.43,18,28,26.032619886646412,45.710882058859205,4.942111775878516,11.17,coffee
43.57,31,102,36.15443896804957,44.9414803199935,3.6069100032423043,2.67,coffee
95.71,100,147,26.37680893652549,79.27882576132856,6.7317157987860945,7.29,banana
70.0,75,138,33.219640909546044,22.878996498404742,4.227696423136318,3.57,coffee
40.71,21,88,40.528912602656746,71.19926019987544,4.900060740369859,1.01,coffee
31.43,105,192,14.163543838495011,18.520210226893195,3.5289523721678555,6.32,wheat
65.0,99,53,12.996762880725623,55.345167412485736,6.169511658257805,4.64,soybean
8.57,46,92,12.38168506343829,33.61979359556,6.290554722365485,2.97,wheat
70.0,30,134,43.288988214093294,60.155295834639645,4.734855090696955,8.18,coffee
62.86,108,38,12.450152750676839,48.53524642375531,6.079921921663887,4.5,wheat
87.14,81,89,39.42311807257748,31.133922541724203,4.5508060275645965,7.73,coffee
13.57,45,39,27.603906634603792,64.4095581173975,5.510954367110543,3.47,rice
46.43,114,41,21.447979832283536,16.878521151320474,7.220054011388336,3.81,wheat
54.29,55,68,14.34033931284573,76.42547352513617,7.4494470099657,1.85,banana
16.43,106,19,35.44305549502401,80.82628310002431,7.361851898145016,11.6,banana
74.29,123,195,39.73179813769789,44.91640196547881,4.14823014714857,5.03,sugarcane
47.86,114,77,12.246860446315486,42.74487307182059,6.893154714703181,5.28,wheat
28.57,144,86,32.366597019042864,72.28455309858093,6.454027168971798,5.69,tea
34.29,96,16,31.508685795900668,21.301902782511355,3.9281383228304025,9.04,rice
41.43,15,8,30.52358959792515,22.498223489151847,4.842909105739781,9.58,rice
79.29,142,155,14.628782667552855,53.8070782012408,5.2628865401012614,11.1,sugarcane
70.0,5,158,31.94910846864996,18.02204801643444,3.7389536870208695,11.93,rice
7.14,58,127,13.404516975702364,20.736549446771164,7.172167955265589,3.33,wheat
52.14,72,20,27.259207251462865,66.57295728596722,3.9063449200920184,10.9,soybean
90.0,121,136,30.95402292382887,13.071331264094121,7.544636624604212,12.34,sugarcane
62.86,61,25,20.407168615261348,10.697756121310764,5.830483172087002,7.41,wheat
61.43,88,183,38.15407043214372,79.54174958129431,8.901657063352843,7.35,banana
15.0,53,57,28.837018090112792,65.29313564206646,6.403130667765301,10.47,tea
72.14,19,123,37.416828774999374,25.53410067886827,5.610361659724926,7.35,barley
71.43,36,18,12.123482990795928,18.434154603256765,8.701329315900178,3.14,wheat
74.29,25,170,30.567535531357407,89.24090743115627,4.41542039634787,5.98,coffee
15.71,50,86,41.01173552193754,23.73077108899337,6.237443738053527,5.99,millet
30.71,27,17,30.327951270125276,37.839389687562004,4.738961723463854,4.03,coffee
73.57,126,142,11.312750233227822,30.768398261386878,7.2942828967102,3.64,wheat
51.43,36,46,36.055361351850024,13.707899478597563,6.1099986435455875,1.17,wheat
40.0,134,140,13.438894267868104,66.0002490532916,7.909989291775744,9.62,millet
88.57,39,149,18.450033141119576,71.01085664805785,7.746767499398096,9.06,millet
10.71,52,153,35.92703500961697,10.669365052088668,8.355881813933827,9.09,millet
62.14,83,108,30.884626747875373,86.08252499448481,8.924146064450396,6.25,banana
86.43,58,94,44.691789548817226,41.18629252202061,6.100573209516013,9.01,rice
91.43,61,84,43.736443049648855,83.48659964458099,8.241441655042921,5.19,banana
23.57,45,16,23.617904515067394,69.95893191117214,7.2439427626593895,9.55,rice
90.71,104,155,27.69325401105573,56.09613213952491,6.606865220485503,6.8,sugarcane
61.43,21,83,10.336922923250787,80.04156760716312,4.668415027559407,9.64,maize
72.14,24,70,28.518096092264056,32.26770918279372,7.135704833296125,10.96,millet
80.0,28,145,40.77983381073578,70.27126908542819,6.356157877984207,7.51,cotton
71.43,144,172,38.676484888815665,80.59503057158938,6.577457816552418,11.77,banana
21.43,86,131,14.006514909687965,23.774938213181347,6.713941404251973,4.25,wheat
14.29,51,30,44.26970169677443,18.62451635669002,6.378943785640614,9.64,rice
27.14,121,54,27.510776656177757,87.80044276253805,8.395702161149014,3.63,banana
80.0,127,15,12.929961527825311,36.49341793661273,8.79343628299127,3.33,wheat
72.86,69,177,19.655553012846674,64.64773823081774,4.5940222435162275,4.21,pulses
91.43,25,80,15.849581501986954,39.90671195415195,6.068277439521875,3.31,wheat
38.57,133,77,11.550192989958575,71.32609827672005,8.902772258602631,8.71,millet
18.57,123,81,41.01189962270325,68.69061663793724,8.71353625067129,8.89,banana
15.0,100,160,27.333726201249963,54.827215644535706,5.181789437713024,6.92,coffee
36.43,35,198,19.95455520062488,22.597433444245656,4.283138169311695,5.62,wheat
17.14,100,115,17.361353973782933,76.06782173954787,3.7618613325880537,10.87,coffee
42.86,114,141,23.6831827086475,83.03365745759277,6.986516291389858,9.84,barley
91.43,64,184,37.707979044687136,68.11685104751757,4.634488041175333,2.73,coffee
35.71,43,63,33.876893805571754,81.40378176304799,5.390447932447754,9.0,rice
25.71,99,93,24.31573017962616,25.709775195751057,4.412201995477659,9.97,wheat
60.0,72,33,33.97605337600803,75.1555557440601,4.460957360734355,2.75,coffee
27.86,138,70,31.55755193395925,57.36399675540875,8.278054735117223,10.63,millet
27.86,39,5,17.478642907305467,15.058583865704769,8.477565541411778,11.69,wheat
80.0,43,28,42.89168594635833,33.71744581582303,3.9712484687409173,1.26,coffee
44.29,98,59,38.544391049193685,56.3399724475816,5.14845041366896,8.77,rice
62.86,116,14,40.52143376481641,46.85520233796747,4.126134206983222,5.22,coffee
8.57,35,94,25.65460645864881,71.31448166401033,5.500479868142627,4.2,cotton
16.43,127,173,43.78205312337246,71.80655688578952,8.593630680721763,10.85,banana
47.86,129,13,28.871980720087578,49.86788411888884,8.035174340687043,2.62,millet
52.86,98,162,16.284724383786816,87.0347575924219,5.377022531533203,10.83,millet
10.0,23,18,42.307857755280736,72.90928788016416,4.47159287812442,12.44,rice
17.14,52,95,26.84427866784426,65.38113187940715,7.160150489643147,10.59,banana
96.43,51,111,32.64939957857578,66.17447832019397,8.612447517393413,9.29,banana
78.57,103,111,11.058307167570005,71.19482561383231,7.880728806502555,7.77,sugarcane
87.86,74,180,39.059319875727226,62.638429565289016,5.731260367412721,7.27,banana
83.57,109,12,41.52605152791539,50.77550261097662,4.391226711102164,11.45,rice
5.0,99,189,44.86484593906137,46.09993171242759,4.587888943821697,1.63,coffee
57.14,133,34,38.98233571769343,11.346553515796378,5.200477734410602,2.91,coffee
35.71,43,85,36.789004659047606,68.26690896029011,3.916111661421971,8.56,rice
94.29,91,140,15.837209042445522,68.82832395640918,8.482754797086635,9.87,millet
16.43,86,172,11.917638174449499,60.43575111946118,8.828009918089672,4.48,millet
85.71,89,93,15.260542441950374,38.851275075546766,5.127585196634583,2.92,wheat
88.57,124,63,12.808244261634643,82.04661406400311,4.437640646285169,4.18,maize
42.14,49,171,42.16215553299905,17.595958680718063,3.7847923666559793,5.18,coffee
35.0,89,123,38.82508209525783,58.07616720593886,7.685582162194175,9.07,millet
18.57,74,38,30.65999802874715,15.921301981101257,5.869428697016833,8.01,barley
96.43,79,190,22.500655828493993,26.97579271223896,3.8551467219680755,2.95,wheat
81.43,135,193,22.811431257985713,12.911726057221502,7.679775120743393,9.01,wheat
67.14,65,138,44.082707182681,42.863795381259,7.753494820846342,10.06,millet
4.29,108,55,26.665924732845106,36.265141862939494,6.233143301873943,10.42,rice
50.0,90,140,23.275629108842544,84.6484382127831,6.539607432269406,3.05,sugarcane
90.71,117,74,30.003274592459114,87.55783151907283,3.9833697779511703,5.91,coffee
26.43,40,94,35.94623899475815,84.00136047922905,8.47938174049722,5.56,banana
88.57,40,55,27.062970367436556,29.487127737206507,4.945771416215664,1.21,cotton
91.43,47,145,36.59048621213218,45.61910271530995,5.684137469152931,5.66,groundnut
20.71,110,24,41.816403022284845,64.68820620180247,8.841052854050336,3.74,banana
17.14,82,145,28.606212969312168,80.09873869811933,6.066745934638771,1.62,sugarcane
0.71,79,45,41.670873019353714,30.426625575442632,4.855136684473118,1.53,coffee
62.14,83,153,39.76964236072632,86.04053546416377,5.761164637393131,7.19,tea
2.14,49,67,18.657668120239016,21.23356096423871,3.628393830197943,11.99,wheat
82.86,107,74,22.3426266861971,57.49899407778719,7.728076785776395,8.5,millet
18.57,116,62,10.176249237593641,24.500029115716416,6.988598637926622,8.07,wheat
92.86,52,132,33.47163823821423,30.74430422217283,4.45425937345034,11.43,rice
12.14,16,88,28.988744231079806,37.986510444692705,5.0117904990978825,8.05,coffee
0.0,44,162,15.990947455204317,51.29874980401159,5.797843126133356,11.85,rice
68.57,14,68,21.195679916192084,61.28147447369172,7.502561560141734,6.27,millet
10.71,13,56,11.67089050281499,83.86559568078727,5.886857940391138,1.38,pulses
54.29,32,108,42.24020240769581,81.96175761652978,7.035933635787935,4.74,banana
0.71,122,110,25.702338283638106,75.35665730849723,6.7683661345187875,8.27,banana
91.43,142,177,32.84376731797589,38.78155423763421,7.988379210498503,10.77,sugarcane
82.86,138,104,26.52521128630974,70.63512046357127,6.848165281619828,1.41,sugarcane
9.29,14,13,18.96783111635009,59.78176018804059,8.653475178027325,3.76,millet
3.57,101,53,38.7697528388769,82.29527499304913,5.856862686327778,5.52,rice
80.71,102,56,12.153965243249809,12.916152918006922,7.1795810832436375,5.09,wheat
25.0,14,82,30.3630323461117,42.395938818994104,5.2888674690368545,10.94,rice
87.14,16,120,36.16542842926368,82.98288203560956,5.165719695034955,11.99,rice
10.71,64,46,41.318157804277206,18.412507052674947,4.330130007976004,11.52,rice
26.43,102,12,17.75253545173639,42.38402715698315,5.993190794085376,6.59,wheat
50.71,22,50,26.285047311331265,48.134793626237865,8.639482519829405,8.8,millet
32.86,138,169,36.049942728845636,48.352363323818686,6.8514807054553675,1.7,coffee
81.43,53,36,14.00777722537065,89.82053034660906,6.640890896172093,1.87,banana
15.71,96,26,30.559647681134695,14.889199170303833,7.696307467599713,5.67,millet
3.57,90,72,21.618773080589406,78.54282677349924,5.3751743507086225,10.64,banana
87.14,27,158,24.257574111642874,29.54684348714207,6.031810803252325,8.48,wheat
20.71,140,50,33.09304538947111,23.641140734650055,7.566814103057096,6.25,millet
10.71,65,88,39.70809677778,62.59285907395342,8.825260398177225,9.74,banana
75.0,38,156,14.760510166130137,57.25159588664954,8.222796897142416,0.99,millet
20.71,92,92,22.397259872932153,10.38956925898118,7.820384873431102,10.71,wheat
4.29,11,130,24.133974426578177,35.85777224038652,8.001590986799975,11.02,wheat
5.0,40,92,31.517353616050247,47.654549212704474,4.3523448635171444,7.6,coffee
24.29,9,75,16.415779453187074,47.54715874703996,4.043414176047623,4.88,wheat
26.43,79,17,27.211258761552017,46.10131027516695,7.79733896454444,5.82,millet
99.29,106,44,12.879158711367932,73.6771567913591,5.241967458672251,2.24,cotton
50.71,7,69,33.00622426569032,62.97146706383158,5.698307584903356,0.98,millet
15.71,136,182,15.566720503590197,29.553886116772645,6.944520963301483,5.36,wheat
24.29,79,33,36.0997472280433,62.17184890902085,3.835158733311058,3.67,coffee
0.71,123,190,23.719372229451643,26.10528538503594,7.858941090355368,11.68,wheat
68.57,95,95,30.699779564899448,33.34638240299987,5.1089912361338055,6.79,coffee
15.71,36,134,14.01633218070173,57.385890279604624,7.700242080463575,6.64,millet
0.0,15,23,25.8164096575412,17.206226714981597,8.739233608174413,0.99,millet
76.43,16,36,41.52025936706495,52.3123553490998,5.541858938815325,7.38,soybean
96.43,113,204,18.150278424434788,63.26098964450321,8.840556302331763,7.14,sugarcane
90.0,79,48,19.055390201414127,73.82672153397044,6.597227833732049,11.51,soybean
95.0,116,45,37.0716604840261,87.25533541492787,6.999780793814001,3.63,banana
12.14,15,166,41.31113396903839,87.93055866027389,7.276930863871806,3.67,banana
60.71,71,134,29.764752033635297,57.61727610564182,8.26238686249389,8.61,millet
57.14,55,26,15.382537245782093,76.38676707456358,4.737962059307576,7.93,groundnut
17.14,129,86,44.69662780790046,55.16500656439996,7.485283681359299,5.52,tea
89.29,20,53,17.248549136342135,33.78344843339546,4.9442954193485535,11.37,wheat
38.57,111,92,27.032550957479366,49.91060507414584,7.137402169341099,5.12,tea
70.0,28,154,16.971004449282937,48.715261097814036,8.561121356468327,2.91,wheat
12.14,53,134,15.868637558582854,52.61326551034741,4.150057578682696,8.85,rice
51.43,8,137,19.602286201421343,58.98749936855744,5.762700739777486,8.56,wheat
82.14,28,192,44.50392200558811,63.674277994467246,8.139491389628237,3.28,banana
42.14,39,59,42.43905628170957,82.0999502787854,6.692765591968401,5.6,banana
10.0,34,45,17.749145276034824,36.35028229111412,7.216850207410312,4.31,wheat
48.57,118,120,42.40830670788002,19.540802576004968,6.712332886709134,6.17,soybean
88.57,118,19,22.979438088816778,69.84941517187073,6.607451672918206,11.27,millet
7.14,81,170,36.915705787032394,23.242744992682294,6.518292054055638,5.64,soybean
99.29,120,73,24.944141046683477,46.88973608092073,5.1426597092147635,6.24,wheat
97.86,74,95,40.229299151845524,62.64644453651371,8.804844426139365,1.31,banana
65.0,6,179,43.35501155694524,41.510370702605506,5.086633101286218,5.02,coffee
26.43,54,127,16.074851575879862,37.247463013706074,6.99946622737166,3.91,wheat
21.43,106,15,35.16961073306257,81.52175835958252,8.793153622708049,8.27,banana
31.43,43,65,23.334966016570057,12.699118823090387,6.693519287478292,8.78,wheat
66.43,51,49,33.241819664864586,31.906403236005858,5.674492031355376,3.64,coffee
67.86,135,177,18.27851797164069,21.143339474627965,4.943529990243102,12.27,wheat
30.71,7,188,34.90896889890378,56.038976326712316,6.670844418451054,12.25,millet
0.0,97,123,30.393336357522053,63.941400037439834,4.421999387481605,4.73,coffee
8.57,17,68,16.19259046011171,84.12277054330524,7.92850217616938,5.52,millet
92.14,80,41,25.07101486162667,46.35113010107535,4.551574396100476,2.66,tea
11.43,100,136,12.807969403290766,71.29413508272947,8.062631490112036,8.43,millet
91.43,139,29,21.711725504497636,18.51865687476443,4.357831175352452,9.8,wheat
12.14,128,37,36.474835612953385,44.94253735161465,8.449764072413068,4.32,millet
90.0,101,39,12.007005494484929,64.27121152906847,6.938929298898824,11.7,coffee
9.29,92,179,30.8903183443867,46.18724327281796,6.675668687696995,11.87,banana
11.43,122,184,41.5853467219594,14.306419483751176,8.748240878387232,1.12,millet
93.57,56,10,27.842908450140172,71.42502882797088,8.108903790201488,8.07,banana
66.43,131,56,15.580454437538922,11.494602325126957,7.134973904898336,4.11,wheat
3.57,128,46,37.97427312065906,82.05055648296975,6.1058180748170265,7.4,barley
73.57,105,92,36.604209147944815,66.14243019061274,8.387103634127664,3.27,banana
75.71,51,60,44.607428761833276,21.432737104536663,8.990267906801375,8.65,millet
43.57,42,93,40.85896584545527,59.82453922639774,6.978745061760083,12.48,tea
87.14,67,27,28.64943459643913,89.8975207143418,5.261561051883264,8.25,coffee
23.57,52,144,30.67527237931695,10.057470644019055,3.7925721580696887,1.18,coffee
67.86,139,88,36.45538269330096,23.92328452050669,8.247590443798444,9.43,millet
94.29,105,51,18.306900440808775,41.45467807889691,7.581659376052507,10.01,wheat
97.86,136,195,23.13648122303301,29.856737650217624,7.437701851350861,12.37,wheat
53.57,46,204,34.07419009066028,62.88381815341849,4.182719628049124,8.14,coffee
63.57,69,9,34.129490914391624,87.04346338794147,7.02384470752647,5.78,banana
9.29,118,97,20.338364524192407,43.3511618531029,6.174224772070746,7.32,wheat
93.57,52,182,14.22744187605236,22.85916348910014,8.712640152514265,7.23,wheat
90.0,10,151,20.651457167942652,23.80924892214809,7.506448861909018,5.32,wheat
43.57,77,47,17.457319415953002,30.864845858288437,7.73113962700532,2.81,wheat
66.43,40,170,19.77229427337099,40.21876399246573,7.574545352448254,6.57,wheat
54.29,50,180,41.07938985446077,77.09358451457899,4.191346191514676,2.93,coffee
59.29,119,20,43.62218720774561,56.42954244900099,4.9123822386675595,6.19,coffee
81.43,44,94,38.82583224392494,54.68768158495757,6.099767917190219,3.85,soybean
12.14,46,175,29.54770214739497,40.304186238499085,7.2375948378336545,3.54,rice
2.86,104,148,41.72643570590059,60.38003935558747,5.226463817483284,3.48,coffee
78.57,65,39,21.176592408954615,77.11253218408723,4.076799912555333,9.91,millet
7.86,124,167,35.41345002589787,26.163362335073323,5.289405599414912,3.25,coffee
79.29,9,101,24.74341867677434,40.18728253807814,4.854994472692025,9.51,wheat
45.71,139,10,27.398392079838906,22.073159083412797,7.845572861815712,3.35,millet
15.71,42,134,30.060789620292844,74.80991428682218,6.539766142045728,3.04,banana
60.71,41,173,10.202149972052158,84.21900073472948,3.6823210333148473,1.57,wheat
95.71,37,21,24.910883519429,49.24694967423713,5.741549175344984,8.05,wheat
60.71,82,79,18.460569276860085,73.2778105447042,3.8043972474778087,10.07,banana
67.14,118,79,41.85805506870552,27.95912656674295,4.971933977106646,1.78,coffee
69.29,19,193,20.245396213794614,53.878801705799276,8.668955209721673,4.41,millet
68.57,117,107,27.998906712911992,20.309800583071976,3.949168665681651,6.33,millet
39.29,108,44,44.59661436109292,79.30409497684586,7.666541701479598,2.53,banana
66.43,54,160,39.208095327155476,26.644555535085892,8.170007176956574,1.06,millet
35.71,33,44,31.378146776766627,72.89029176156197,3.7220046131464612,6.49,coffee
5.71,94,25,10.048748188240792,34.56157602804967,5.432088514085868,3.36,wheat
88.57,113,174,24.010944363994966,39.05063980739012,5.9335245230381615,7.84,wheat
27.14,100,187,11.584644025117216,68.54615306967425,7.870378224869962,11.09,millet
62.86,27,172,23.678356348265254,32.192830432768595,3.748064381098697,2.19,wheat
89.29,130,141,39.825567139225754,75.25453613679558,7.952320712298321,5.37,sugarcane
73.57,60,125,19.37826612857719,46.02155042936403,3.710653163581638,8.73,wheat
35.71,41,70,32.5858694125761,24.68702808656139,4.966124925813446,7.39,coffee
14.29,7,21,21.00992407222293,42.969246055754596,4.718312628324147,7.9,wheat
22.86,107,105,28.113227268798695,48.7705585206799,5.322115643644144,11.57,coffee
13.57,98,127,17.585629071699568,21.417409108672327,8.316793573235984,8.03,wheat
67.14,122,163,19.964770782275437,45.01955947291498,4.638906553897613,5.94,wheat
62.14,52,97,30.339547674147965,11.671669460603411,4.723541773893181,1.71,coffee
28.57,18,126,24.801007785474138,87.5537485375506,7.287894254678721,1.98,maize
76.43,23,117,20.0842481709403,39.4324112485249,8.585038728009804,1.09,wheat
14.29,14,77,20.734904701567274,81.28315810398625,6.499647934067319,10.11,banana
50.71,50,199,14.741738708179984,56.48797735791415,5.050619129943186,10.87,wheat
94.29,8,101,44.991565323951086,19.76539287546406,6.6375934634633165,5.55,wheat
50.0,6,168,23.111988662274143,84.22763521337815,8.747017405552416,4.06,millet
55.0,124,85,12.09696204204675,57.115291143732215,8.566886319356783,6.16,millet
20.71,12,85,28.779464496643598,66.47718219000235,8.990555885688368,3.69,banana
30.71,41,140,37.55503698310801,42.264077459027696,5.871983214258634,4.22,wheat
20.0,65,144,18.08276523144619,61.49815857139377,4.372559544378611,4.37,rice
13.57,82,25,12.114119445636359,34.884506761235755,7.847886130702412,10.65,wheat
87.86,130,5,17.53727989738188,25.23859513046009,5.368627744894793,7.0,wheat
16.43,27,112,42.679912379675095,30.386758018058853,5.309746543133892,8.75,rice
28.57,89,165,30.40078067534303,30.487277324546483,7.581253915940774,9.59,millet
72.14,82,159,34.90531049869079,79.69225238131361,7.533193756249156,11.3,banana
58.57,140,183,34.04272808428675,13.492051443063602,7.657271959278253,11.12,millet
32.14,125,105,40.009113055033694,67.05248345898909,6.861378807890248,11.34,banana
92.86,46,169,22.507693008974524,73.1644915664741,6.647502687343456,7.98,tea
26.43,86,50,31.966340732071494,13.032090703916026,7.655714995010249,9.6,millet
7.86,66,78,25.519098253215226,43.51879071264022,7.016417489064215,9.1,coffee
63.57,132,9,40.48664833197667,60.03429192105844,7.441079810359986,5.68,banana
92.14,86,49,33.81193993365689,10.1042690561066,5.243368244479159,10.61,rice
82.14,11,129,15.14026832495776,48.237237995183165,6.281837822829877,6.48,wheat
10.71,41,200,13.410608010640665,14.678056019241481,8.024263592966506,11.83,wheat
41.43,103,55,44.571770062241946,56.70976102320394,5.718015844787791,1.81,coffee
33.57,57,201,23.5560473446791,73.79424384368144,5.297207968094623,0.94,banana
4.29,65,199,18.016616755845845,22.285421695340304,4.360593385985107,3.97,wheat
70.0,114,95,21.56923390409598,52.378146546018705,6.2129952063592775,9.89,banana
22.14,63,161,38.72003040010375,10.353402119826072,3.9918233455858108,7.22,coffee
58.57,31,188,23.975089551637037,84.91757209725785,5.576549280043754,9.79,millet
52.86,66,80,37.52407650934564,19.274288187505626,8.953383188039858,1.7,millet
59.29,120,115,44.88620692897405,14.149795883560019,3.5175969652340577,11.84,rice
90.71,111,121,11.229769211599072,19.161292119723665,5.986511992607863,7.68,wheat
96.43,133,113,17.97127517467961,16.574961696117132,7.769583591758353,10.36,wheat
89.29,112,134,39.74792540367744,54.184061019656646,6.802663149678545,8.03,sugarcane
64.29,56,107,13.111897459948851,10.398373669673067,7.58118207334655,5.88,wheat
44.29,95,163,30.685801484102715,12.619316367470672,7.189741157247602,6.76,banana
63.57,77,67,21.109374986498434,29.427095550072497,6.860592016298118,11.27,wheat
25.71,57,17,25.06028840568527,79.26832013616475,5.867367198361663,5.07,tea
64.29,9,68,21.53400910715599,69.78639379737749,7.286602717081875,10.06,banana
19.29,110,193,21.01910521278557,68.36692629624447,7.238326931830045,4.97,banana
37.14,140,141,30.94171666038739,50.277672945916834,5.2401528215667845,3.69,coffee
5.0,39,53,22.720970042738784,25.222607634742857,8.418583133104468,5.21,wheat
93.57,20,143,41.089580429218564,44.09846465049395,7.441205030217125,12.27,wheat
